Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
.7.....1......5.76.5.7...3.1.....4.9.68..9..79...58..1.3.........96...45..6.7....,26,53,2,0,0,0,0,0,0,Easy,
..3597.4.5.7.3...81....8.......2..5....1...9.8.....2....1.4.....74.....2.....913.,25,52,4,0,0,0,0,0,0,Easy,
.7.54....4....9....9.3765.42.4.....6..9.1.....3.6.7.92......623..3.........9.....,26,48,7,0,0,0,0,0,0,Easy,
......693....4...2.9.....51...13......1....46.24..9...25........395..8...1.2....4,25,46,10,0,0,0,0,0,0,Easy,
4..71.......3.........2.....3..4..2.92.1.73..78.....9.2....973.....7.28.81...345.,28,46,7,0,0,0,0,0,0,Easy,
...2......86..5..1...3...7.6.....2...........7.2.8.95...1.2963.8.7.6.5.9.....1...,25,40,16,0,0,0,0,0,0,Easy,
..9.....6...821..3....4.8...9.........315.2.....4.9....5...23.19.8...4.53......28,26,33,22,0,0,0,0,0,0,Easy,
216.95.......7.....5...21..............8.6....857.1..4..9..8.5....2.7.6...45...82,26,44,11,0,0,0,0,0,0,Easy,
...6..87..1547..3...6...4......3..9.76..5914.5....8.............4..9....1...4....,24,48,9,0,0,0,0,0,0,Easy,
....2.4......87...2.6.....9....7..9..3....1.7..4.91..2.683....11....2.43.....6...,25,47,9,0,0,0,0,0,0,Easy,
..17459....5..2...........7....5....4..1.........7..2.2.7.3..9.34....56.9.....4..,23,35,23,0,0,0,0,0,0,Easy,
......3..81.......4.37...657.4.....8...26....5...4.23......3.8.2......141.....7..,24,50,7,0,0,0,0,0,0,Easy,
.8.3.2...2.7..6....1..8....538.4.1...6.....437...1..8...34.1.....2.3.7..8..7.....,27,42,12,0,0,0,0,0,0,Easy,
..3.2...9..9.7..........87...28....1...3..296.6.75...........17....6153..8.9.....,25,39,17,0,0,0,0,0,0,Easy,
..6.213..4.........8.6......658.9....13........81....5...9.5.8......2.43..2.8....,24,40,17,0,0,0,0,0,0,Easy,
5...1....6.9..7...37.2..9..2.5..8..67..65.....1.3.25.7..........9.7.1......58....,26,48,7,0,0,0,0,0,0,Easy,
7.........36...927..5..4...3..96.7..24.31..........1..6..2..4..5.....63..9......1,25,43,13,0,0,0,0,0,0,Easy,
..1.7..5.5.....8.6.36.9..2....127........8....5...9231.6...1.......5....7..3.65..,26,46,9,0,0,0,0,0,0,Easy,
......78.........9..1......38..1.2.....4...96..2.9..7...76.....1...4.3..9....8624,24,52,5,0,0,0,0,0,0,Easy,
....1.65.........3....5..8.96.4..3...1...9.7..35....4.15.8.....6.4...9.77....3...,25,35,21,0,0,0,0,0,0,Easy,
3.9.8.......7.1..515..2.7.8............3.4..9...81253.........4.1..35...8..47.1..,27,45,9,0,0,0,0,0,0,Easy,
.2....6...5.3....7..1.28.......1.2.6......59.5....67.....7......7.935.82..8......,24,32,25,0,0,0,0,0,0,Easy,
.....14...74......3...7.2.8..5.2.......18.........7.4.48...2.5.2..3..7.16.1..5...,25,50,6,0,0,0,0,0,0,Easy,
.7.....155.....4...9.17.3.......723....4..7..3..2...8.......85..4....9.78....2...,24,40,17,0,0,0,0,0,0,Easy,
..18.....43.1..6..8...2.........7......26.3.73....4.2.9..7......64....8...7.9...4,24,30,27,0,0,0,0,0,0,Easy,
.2...56.....6.9..7.5.1..9.........9.4..7...16.1.9.32.........3..9......1.67.5....,24,26,31,0,0,0,0,0,0,Easy,
.......757.68..49...91..8.25..7......17.....6.2...1.59...4851................6..8,26,49,6,0,0,0,0,0,0,Easy,
..42..39...........5......19......6.....3....6..95..7.76..4..15..53..2..4.9.....6,24,39,18,0,0,0,0,0,0,Easy,
.48.......1.963.549....5......7...69....5......93....1..6..1.7...4.8......159....,25,44,12,0,0,0,0,0,0,Easy,
..3....895......13....9.76...69...7.........8.....4.5.3.....4...71..8......67..9.,23,50,8,0,0,0,0,0,0,Easy,
......5.7..34.7..1......83..68.1.....14.2...8.....34...2.7.6.5....34...........2.,24,49,8,0,0,0,0,0,0,Easy,
7.8..4.6.......8..6.4....179...8..74..3..2...87....6......2.....6.4.7...12..6..3.,26,36,19,0,0,0,0,0,0,Easy,
..5.69..773..586..2..73..8.....9........2.94..8.....6.......538....7...9.2...3...,26,41,14,0,0,0,0,0,0,Easy,
....45....3.86.....871...........1.....358..4.54.....8...9.1.....57...49......87.,24,37,20,0,0,0,0,0,0,Easy,
.3..2...729.1..8..8....5..9.5.....3.....8.2...7......83...789.1..5..........32..6,25,46,10,0,0,0,0,0,0,Easy,
1....6....54.3.....3245.........4....7.3......6..2..7972....6.4..16.7.3....9..5..,26,44,11,0,0,0,0,0,0,Easy,
..3.62..49....458...6..1.....2....5..19......5.4..3.1....31.......9.56..6...48...,26,46,9,0,0,0,0,0,0,Easy,
......64.16.....8.4.8.3....3......5...4....2..9..5...6.8..6.5.26293....1..3......,25,54,2,0,0,0,0,0,0,Easy,
.......5...6..5.....2.8.....2..6.8..8.72..1...65.1..94..9.5.7.....8.9....8.4..9..,25,44,12,0,0,0,0,0,0,Easy,
.6...21...3....4..1.2...3...4....23...7....5.5....497.3.....79...4.5....7.931....,26,42,13,0,0,0,0,0,0,Easy,
5...4........9.7.2.......8...8.7...6........4.56...3..4..93..7..6..28..9..9..54.8,25,42,14,0,0,0,0,0,0,Easy,
...7....29...32...34..6.....376.8.24...2...9......35..4.9.7.....8.4....3....2....,25,53,3,0,0,0,0,0,0,Easy,
8...16.9...4.8...1.9..2...34..83......32.......8..5.2.....695............2.4..9..,24,39,18,0,0,0,0,0,0,Easy,
....4...1.6....2.71.5.7...45...6......61...8.9...281....79..........562.8.....9..,25,38,18,0,0,0,0,0,0,Easy,
.3...1.4.4.8.3.......9.2...8.1........37.....52....1.....2....9..7.94..1..4..7.25,25,41,15,0,0,0,0,0,0,Easy,
..8.........1.6.2.....9..1.2..9..8.....861.......5719...6......8.3.7...67.9.1..5.,25,51,5,0,0,0,0,0,0,Easy,
8.16.39.5......1..5.9..1...6.51..8.9..873....7..9.5.4......9..34.6....5..........,27,45,9,0,0,0,0,0,0,Easy,
7.9.....3.12....95......4.1..3.75......4..3.2.......6.2....7...65....1...7...9...,23,32,26,0,0,0,0,0,0,Easy,
.....5..6..92...13......2.....81..9.....6.3.5..3...4...3..295.8..6.......2.3.4...,24,41,16,0,0,0,0,0,0,Easy,
.5.7....6........137.4.9.2.24....5...9.....72.....7.......2...391...6......914.5.,25,42,14,0,0,0,0,0,0,Easy,
..5.4.....3...8.7.7.....6........1.....4.3..5...5.2.4..5163.28....1.5..627.......,25,40,16,0,0,0,0,0,0,Easy,
.31.7.6.44..29.7..5..6...1........7.352.....1..7..6.43.....5........7....6.....2.,25,50,6,0,0,0,0,0,0,Easy,
6..8...7.38...15.6.....31..1.8.9.......32...7...7..9...6...2.....1...7.2......3.5,25,47,9,0,0,0,0,0,0,Easy,
......1.5..7....2459.2......6....78..5...9..2.21...5.64..6...7....94...1.8.5.....,26,35,20,0,0,0,0,0,0,Easy,
..8.17..4.3.2.47.1...3..6..4.9..........2......649..18.....2...67.9.1..2.8..7....,27,41,13,0,0,0,0,0,0,Easy,
.1......26........4...5.......8.5.2..69.7.......6...47.4.....9.5...17.64.7.28.15.,26,50,5,0,0,0,0,0,0,Easy,
.5...8..4.8.3..29..4....7..1..........5.748...9321..5................178...1...23,25,42,14,0,0,0,0,0,0,Easy,
..9.73.8.....4..........63.3.652.7..9.5..8...7......595..6....2..3..7......2..8..,25,40,16,0,0,0,0,0,0,Easy,
....763.282........96.......87.....15.........3...2...9.835.2...5...7.19...1...8.,25,46,10,0,0,0,0,0,0,Easy,
...16......6....2........4..5...3.94.1.9..23.3.......65.9..4.....2.5.48..8..1....,24,34,23,0,0,0,0,0,0,Easy,
.6....23...34..5..5...7.6.8...5....4.32...1....7..3....1.....8...5.3...1.8.15....,25,49,7,0,0,0,0,0,0,Easy,
7..........5...3.73.1..5..9..37.4......9.......2..3...5.736.21....2...6.1...5..9.,25,36,20,0,0,0,0,0,0,Easy,
.....8.....3...5..58...7..39..2..6.4....7......48.9..7......3.9....6...2.2...57.8,24,39,18,0,0,0,0,0,0,Easy,
.38......46..35..87...9....84.......9.25.8....7..4......6..9...5..2..4.9...7..56.,26,48,7,0,0,0,0,0,0,Easy,
.5........384..7.5..4....12...92....4.5.......2.........28.49....3.9..215....7..4,25,39,17,0,0,0,0,0,0,Easy,
18..3..4....7...8...4..673..9......82...91..7...2.....32...4..684....9..........3,25,53,3,0,0,0,0,0,0,Easy,
...7946.58.5..17.......893..43......98...........4.....19.....7.7..651.4..8......,26,50,5,0,0,0,0,0,0,Easy,
4...7....6...3.2........9752..3..1...7...4.3.....1.567....9.....65.4......4....13,25,45,11,0,0,0,0,0,0,Easy,
..4..1...6........5..2........3...1...5.2.34..28...6.....6..23..9..854..86.....5.,24,33,24,0,0,0,0,0,0,Easy,
62.7.......8..354.........2...46...7..5.....6..9..5.3....8.....5.79......86.74...,24,45,12,0,0,0,0,0,0,Easy,
.......56....49.2....5........7.......28.54..9.5.24.1..4.......1.6.87..9...61..8.,25,42,14,0,0,0,0,0,0,Easy,
.4.....9.8...19..5.....87.4....7..1.295..1.....6.5.4...8....1.2........81.2......,24,45,12,0,0,0,0,0,0,Easy,
.42..693.6......8...5...4...5...73...8.....7.39..6..2..6..3...8.....47..4......6.,25,46,10,0,0,0,0,0,0,Easy,
...7....5..931....8312.6..76....5.2..8....7......2.6....2..9.1..5........6.5.7...,25,40,16,0,0,0,0,0,0,Easy,
....3.5...4...7.......8423.....6.4.276...............8.14..6..........5.3.214.67.,24,44,13,0,0,0,0,0,0,Easy,
2....1..81...5.6.9.7.2.6.1..96..7.......8.7.67...35...5.9..3....81...............,25,43,13,0,0,0,0,0,0,Easy,
.1..7...286.2.....9....1.83.........18.69.4..3.71.2.9..9....7.8................4.,24,54,3,0,0,0,0,0,0,Easy,
........77.2.8..3...6......4....8..5.152...432.3.4...6....736...6.1.2.7417.......,28,40,13,0,0,0,0,0,0,Easy,
.4.27...5..8......2.....6..9.....2....6.....4.7.....3...7.4.8..45.3....9.9.....7.,22,49,10,0,0,0,0,0,0,Easy,
48.....2...53..7.4.3....8........6.976.....4...25.9...9...82..7.....4....2.6....3,25,54,2,0,0,0,0,0,0,Easy,
.4658...9.8.1.3.7.......1...6....79..........87...9..6.9.....4573..5....5.8...3..,26,43,12,0,0,0,0,0,0,Easy,
....64..........8......2...6......52..4.2..3.73...5.16.1...7..84.6.5...78..34....,25,49,7,0,0,0,0,0,0,Easy,
.76.8.5..4.1.5..7.2.....1....23....5.....2.......4..6.....7........23.46.6.1..78.,25,52,4,0,0,0,0,0,0,Easy,
.5.79.....4....81.1.6.....2....6.9......24...4.........6157..9..2.4...7.....82...,24,41,16,0,0,0,0,0,0,Easy,
..4....1.8...15...7..6.9.........1.....2...4.......6.2..27....55...8..2198.4..7..,24,46,11,0,0,0,0,0,0,Easy,
..1.......3..9...66.....38.87..12.6..42.3.1.7........2.9.6.1...7.4......38.7.....,26,32,23,0,0,0,0,0,0,Easy,
.2...4.5.1....846.7....9....1..5.9..84...6.21............9.......8..1......4..782,24,42,15,0,0,0,0,0,0,Easy,
.53268.1....1.....2...........4....8.6.3...4....8....357...3..68......7...16.4...,24,47,10,0,0,0,0,0,0,Easy,
..4.73...............1.2..36...1.5...12..8.......4.72.......1.2...5...8..51.24.36,25,51,5,0,0,0,0,0,0,Easy,
..2.....697..5...4...9..71...8.41.2...5...4...9.7.5......8249.....6.........79...,25,52,4,0,0,0,0,0,0,Easy,
.......92.92...8...5...84.78.5.1.7.914............23.................5.8.1.45.273,26,53,2,0,0,0,0,0,0,Easy,
4....8.151......34..7...........1.6....52...87.18.64..........2..3...8.6...23....,24,40,17,0,0,0,0,0,0,Easy,
......6....4...2..8.736..4.72......6..56..9.8.4.9...2.9.3.......8.....3...6..75..,25,44,12,0,0,0,0,0,0,Easy,
........8..1.......5.6...3.....831.7.79......1..7..6..6...5..9...4...8.3.3.164.5.,25,47,9,0,0,0,0,0,0,Easy,
..98.264..7..9.....2............9...8..41..6.34.6..........6.7..12......9.418.3..,25,50,6,0,0,0,0,0,0,Easy,
...83.4....6..7.519.3..5...........45.9.1....84...35.73.8..1.6....7.......5......,25,36,20,0,0,0,0,0,0,Easy,
.1.8.7....9..........42..8..6125..7....9.41..............5..26.4...7.9....7.8..45,25,43,13,0,0,0,0,0,0,Easy,
4.5.6.......3.......1..75.....6..........175.7...3.1491.....6.7....9..24.....2...,23,39,19,0,0,0,0,0,0,Easy,
........4.16..2.3....6.1...23....58.1..8.....5..4.3....53.........294......1..9.6,24,42,15,0,0,0,0,0,0,Easy,
.............3.98.2.345...6.9...5.7.4.......8...6..3....47.2..98......3.7....6..5,24,43,14,0,0,0,0,0,0,Easy,
4..7..8.3.......61..62.3..5....82..6..1......2..5..7.4..8..7.....4.15.......24..7,26,41,14,0,0,0,0,0,0,Easy,
.4................89..4.....2.7....9.6.82.7.3.3..9.4.56......8.2...3.9.6.7.98...4,26,42,13,0,0,0,0,0,0,Easy,
......2....17....85.8.3......2..65...9.5..36.8.....9....6.1..3.......7.1..7..8...,23,39,19,0,0,0,0,0,0,Easy,
....26.3....5.4.....2.....8...831........5.8.....9..6.1.64..9...389....1..9....54,25,49,7,0,0,0,0,0,0,Easy,
......1...7.1.5.63...74....41.9....7......3.5.2...........71.....5..6.247..49..5.,25,39,17,0,0,0,0,0,0,Easy,
....9...2.......14..7...3....98.41..7.82.....2.1.3.4.8....6........796.1..3...79.,26,47,8,0,0,0,0,0,0,Easy,
4.5....3..61...2..9.8..5..1.5...96......8.9.2..6.1.8.4.....1..........2....643...,25,43,13,0,0,0,0,0,0,Easy,
6.....5.4..1.4.6..83........2.71........5....1768.3...7435...1....3....2.....48..,26,51,4,0,0,0,0,0,0,Easy,
....1.....7.........1....8..527.....9..5..41...49..5.2.8...4.3.....9.14..4.13.978,27,40,14,0,0,0,0,0,0,Easy,
......1.....6.2..9.8..4..62..72.9...5.....6.7..9.1...4.4.......2.....9.1....8..56,24,34,23,0,0,0,0,0,0,Easy,
..31.95..9.......4..6.4..71...3.51..75..8...93.16..74.1..8...9...........4.9.....,27,46,8,0,0,0,0,0,0,Easy,
....8....8...35.9.....7.....6....45.1.........391...6..1.7..6..9....8.756....9.83,25,39,17,0,0,0,0,0,0,Easy,
..4...3..23.........12.........26..4...5....1...9.8.56.5..4...8.16......3.8...642,25,40,16,0,0,0,0,0,0,Easy,
.9.2.5.7.....4.6.84..7..2....9......6.5.2......7....6.7....3....8..9.4.....67..35,25,37,19,0,0,0,0,0,0,Easy,
......7..1.37....8..2.86..............1829......1..4.28.729....3....4....4..6...1,24,30,27,0,0,0,0,0,0,Easy,
...6........41.........573.2.3.....6......2...4...2.17...2.754...51.......2.5438.,25,49,7,0,0,0,0,0,0,Easy,
1.9.7...6.....2.....6..3..9..7....2.3.2.........6.47.3.14....8....2.93..7....8.9.,25,43,13,0,0,0,0,0,0,Easy,
.83..2.1...1..8..65..6....2..72....3.2.3.1.59....876..3.....5..1..........8......,25,44,12,0,0,0,0,0,0,Easy,
.......3..2569.....3.241..8.5.3...429...5...6..4..9........2...6..93........8..1.,25,40,16,0,0,0,0,0,0,Easy,
2..5....389...3..1.....8927.5....7....2.5.1..36..8...2..7......1...3..6....6....8,26,42,13,0,0,0,0,0,0,Easy,
....7..8...1.4.........1.....426...1..3....2..6...3...7.....45..56.8...2.3.1.76..,24,42,15,0,0,0,0,0,0,Easy,
.8..24...9.....2.4...96.58.2..5...7...8......3........4..7.839...9.5...2.752.....,26,46,9,0,0,0,0,0,0,Easy,
..58.......82......6....5.....32..6.9.....4..67.49.2.5...57.....4.6.8357.........,25,44,12,0,0,0,0,0,0,Easy,
.3..65.....7..3.9..46.....5.19...56.8.3...4...5..8...1......1...6.8...73.......4.,25,54,2,0,0,0,0,0,0,Easy,
..4...73.6......14.9..5....9.....6...27..4..315.......4..96.........526...2......,23,47,11,0,0,0,0,0,0,Easy,
8.1...7.....9...435...8.......5.8.........25.....3......2..1397..4.2..1..7.39....,24,43,14,0,0,0,0,0,0,Easy,
.6........782...5.9.2...3......3......7....9..56..28.7...35..79..91.......39..62.,26,43,12,0,0,0,0,0,0,Easy,
...........61...4...46.....6...25..85.9.7..........7.2..1..42...7......4.9...2.67,23,36,22,0,0,0,0,0,0,Easy,
18...5...6.....9...49.7.5.8..4.67.9.8..3....6...4.........4......78.94.3....36...,26,33,22,0,0,0,0,0,0,Easy,
.49..7..63...1.8....82.6.1..72.64..1....38.67........9.....1.3....89............2,26,48,7,0,0,0,0,0,0,Easy,
3..5.7..8.7.......9.462..5.2....3.8...67.....5.....2..65.............69.8...9....,23,52,6,0,0,0,0,0,0,Easy,
.4..5.7..75.3.........74..2.8..17......4.2.1....9.53.7.9...3...475.9...1.......2.,27,39,15,0,0,0,0,0,0,Easy,
......97..17.623...2.........4..62...694.17.328..7...9.7..8.6..4..............8..,26,45,10,0,0,0,0,0,0,Easy,
......9....935.2.....2..5.1.3.1.5.4..4......36....2....2..6....1.6..4..248.....65,26,27,28,0,0,0,0,0,0,Easy,
....8.9...62..94.......4...2........9.1.........52.3....36...5...4..1.9.5.6.9...2,23,34,24,0,0,0,0,0,0,Easy,
......5.....17....8674...2..2........15649...7.921.6...56........49..8.......6.5.,26,46,9,0,0,0,0,0,0,Easy,
..37...9..7...6.4....938.....4..........8....9....2....416.923...7..4..6..8..1..7,25,48,8,0,0,0,0,0,0,Easy,
395.7...2.8...5......9..84........6.....9.7..7.6....38958...2.6.4...7.8...2......,26,49,6,0,0,0,0,0,0,Easy,
.81.69..5.7.13....6......7.4.7..6....6.51....5....3......8..3.7.3...45......5...9,26,41,14,0,0,0,0,0,0,Easy,
......1..4..5..8.6....79.5.....8..3.6.8..1..91...4.....3...4........8.6....1..574,24,44,13,0,0,0,0,0,0,Easy,
1....65.47...12...4.......8..5.3..8.6.....4...7.....5.53..............7...6..513.,23,45,13,0,0,0,0,0,0,Easy,
......9.....492....2..7.5.....1........8...51.9..4......4.37.1.589...37.1.....4.5,25,30,26,0,0,0,0,0,0,Easy,
7..4.13.........8....35.1..8....7..9...5...212.9.....4.....4....4..1.7...5..9....,23,44,14,0,0,0,0,0,0,Easy,
.5..8.2.3..8.2......1.49..53.2..4.............89.7.4..........8.9.3.2.....5..1.7.,24,36,21,0,0,0,0,0,0,Easy,
6..5..43...8.....54.73...16..4..9...8........51...........415..3.5.6...9.9....6..,25,49,7,0,0,0,0,0,0,Easy,
.52...6.....2..7..78...3.25...7..49......5......986..........34....79.6...86...5.,25,42,14,0,0,0,0,0,0,Easy,
.6.8..4.7...7...234.1.6.........1.8..56...2.4....2.73.....57..2.......7...4..2...,25,41,15,0,0,0,0,0,0,Easy,
..9.6.....8..7..25.3...298...1..........8.3........5.7...3....66.7.5...2.5..28..1,25,46,10,0,0,0,0,0,0,Easy,
9.5..........94.6..3.....4....5.9..125.3....8..3.............85.6.81.23.1.....4..,24,46,11,0,0,0,0,0,0,Easy,
.....2..5...3.....4.9.17....2....47........2.7.....19..529.4....6.1.......1.2..3.,23,41,17,0,0,0,0,0,0,Easy,
9.6.35..1.....6.7..2.8........2...6......8......7.....29..5..36.83...7.5.5...91..,25,53,3,0,0,0,0,0,0,Easy,
4....71......482...1.32.6.5.2...........6......57......7....3....68..5.784...1..6,25,53,3,0,0,0,0,0,0,Easy,
.....5.7..5.9..2.63...6.......3...28....2..3.63..894.......4..2....5294....6..58.,27,47,7,0,0,0,0,0,0,Easy,
...49.....5.236.94..9.....3....8..3..1.9....8.........39..2.84.......1.6.251.....,25,54,2,0,0,0,0,0,0,Easy,
7.........2...6.899.6.52.7.69..2...7....4...5.456.9....5.867.....3.9.......3.....,27,48,6,0,0,0,0,0,0,Easy,
..7.......1...6.7......54..3....1..2..4....6.1.62.9...5...2..4.46.......9.....316,24,34,23,0,0,0,0,0,0,Easy,
7...6.4..3.6.48.25..9..2....7..938....4.........47.5.3...6...3.6.....7.92........,26,38,17,0,0,0,0,0,0,Easy,
81....5....6.8.1.7........36..59......7..2...9.3.........1.5.8.2....8.3.3..6.7...,24,37,20,0,0,0,0,0,0,Easy,
.....469......34.5.........9....5...2.....3.4.3.....28.8.9.......9.1.2..65..4..3.,23,38,20,0,0,0,0,0,0,Easy,
7..9.84..2......9.....4...39....5......78.5...5.4.687......4362...637............,25,44,12,0,0,0,0,0,0,Easy,
.....3....5...2..........9.27..5...8.9....21..8....6.31.6.75......32....92...1.7.,24,48,9,0,0,0,0,0,0,Easy,
.12......37..............2.15......2..674...5247....9....9..34.7.3..1...4..65.9..,26,37,18,0,0,0,0,0,0,Easy,
.5318.............8....7...4..9...87..63..1....1..6...9...5....6....9..3..74..9..,23,45,13,0,0,0,0,0,0,Easy,
..69.2..5.9...5.163....174........2.......1..6...4......72..9....46......5..9...1,24,38,19,0,0,0,0,0,0,Easy,
...1....5....7.6..5..49..7247.5..2.1..1..3.4.2.....7...............3.96...691.5..,26,47,8,0,0,0,0,0,0,Easy,
.6.3.......8...65772...43...3.2...94.7.8...........5....3.2.....86....7.2......69,25,45,11,0,0,0,0,0,0,Easy,
7..2..1..6....58.4.5..43.62...17.4...6.....1.8.......5..3.2..46..4....2..........,25,36,20,0,0,0,0,0,0,Easy,
.8342.9.7.5.....8....8..1...2.91..7.5.1.3..........4........8.4.......9....3985..,25,33,23,0,0,0,0,0,0,Easy,
.8...7..5.......2.6....29....2.3..7....7...6...58....3.4...3697..8..6234.........,25,35,21,0,0,0,0,0,0,Easy,
.9.....6...6.3.8...2..5.3..6..8.......9...5.....4....787.3...94.....7...4....82..,23,31,27,0,0,0,0,0,0,Easy,
....1..........62....9.....2.43....6..3..9.8.1..62.....9.17.3..6....49..72....4..,24,49,8,0,0,0,0,0,0,Easy,
......7...72.1.6.54...97.12.............8.....1..6..2..57..4.6..8...52.9..1..9.5.,26,41,14,0,0,0,0,0,0,Easy,
7...1..6....4.....5...63..4....7...2...5.4.......32...2.5.4163.67..5.94..1.....5.,27,53,1,0,0,0,0,0,0,Easy,
...4.5..3.......7...4.36..5..257.........1....7.629...7.....5..3.1...4...6531....,25,39,17,0,0,0,0,0,0,Easy,
5....6.2..6.15...8.1.8....3.........6....84.74..3...85.........13....2..82..6.7..,25,48,8,0,0,0,0,0,0,Easy,
...26....2........5.....7...2..746.37....348.8.3..2..5.8..4.39...9........798..6.,27,49,5,0,0,0,0,0,0,Easy,
8.3...74..6..........73.....4..5...15.6......9....4..8...4.5.7.......63..7..68...,23,30,28,0,0,0,0,0,0,Easy,
.15....372.....6...4.5.7.1.15.2..9.........5...2.6.3....3....949....1.6..7.......,25,41,15,0,0,0,0,0,0,Easy,
3..7....2......1.......139.6.3.2.5..9..8....751.....2.........8.....791....6.3..5,24,36,21,0,0,0,0,0,0,Easy,
......9......7.....6.1....5..9.6..1...85..74.74...8.5..2...1.7.9.1.86......7..8..,25,32,24,0,0,0,0,0,0,Easy,
........84.....2.61...2..4...7..6.5.5.871...4........3.....5..72.5...61.7..6.....,24,49,8,0,0,0,0,0,0,Easy,
..9.8.......7.568..7....2.11...5..6......63...6..239.........9.218..97..7....2...,26,43,12,0,0,0,0,0,0,Easy,
.1..4.5..2............1...3...8...3..5..24..6..8..1....36....7...436.182..51.....,25,42,14,0,0,0,0,0,0,Easy,
.......5....7.4.3.8.2........647.9..27..9658...3..8.4..5....6..62...5.9.3.9......,27,35,19,0,0,0,0,0,0,Easy,
.9.8...5..........8.52...76.....6...2.71.....93.5.8...18.6.....5.2371..9...9..62.,28,48,5,0,0,0,0,0,0,Easy,
3..2....89.....53..6...5.2.63........54...962......7..........784.....5....37.8..,24,49,8,0,0,0,0,0,0,Easy,
..2..1.94..1.4.7..9....78..........9...5..2........476.2745....1.5.8......81.9.27,28,49,4,0,0,0,0,0,0,Easy,
..2.4..9.........3.....5.484..518.....9....81..3..9....2.....17....7...2..78.3..4,25,50,6,0,0,0,0,0,0,Easy,
4...9.5.....5.......1..........35...17.4....22.6.79...92......4.....26.55..34...7,25,47,9,0,0,0,0,0,0,Easy,
....9..32.4.......63....1........5..9.......6.14.39........16.....54.7..25....4.9,23,45,13,0,0,0,0,0,0,Easy,
.95....6118...6.3...4...97..1...........49.1....65..43...9.7..5.4...........65...,25,27,29,0,0,0,0,0,0,Easy,
.2......8.79..1......38....16..97.......5.3...98....2.....3..8...2...97....1.6...,23,50,8,0,0,0,0,0,0,Easy,
.9..87.6.....5..9.4..3.27...3......6..4..65...58.3.42...2.......8....3..3.....84.,26,42,13,0,0,0,0,0,0,Easy,
....621..85..7......4..........185.......4..8..6.5...3.............3728.2....673.,23,43,15,0,0,0,0,0,0,Easy,
25...3...91.....5...3.......26..7...1..2.......7.49.15.9......7..24..3....1.2..9.,25,29,27,0,0,0,0,0,0,Easy,
..9.1.5.3..83..4.....6......6.192..85.....21.9....5.6.....8...2.........1.3.6....,24,43,14,0,0,0,0,0,0,Easy,
6.9..1.....59..1.7.......6..1.27.....245.....5.......9..8..2...7..486....9.7....1,25,37,19,0,0,0,0,0,0,Easy,
...9.6..3.64..58.7..........485....939...47.8...7......5.3.8....8346.....1.......,26,37,18,0,0,0,0,0,0,Easy,
94.15...87.5...1....3....9.8....293..1..7..853....54.2...8......2.....5.....31...,27,40,14,0,0,0,0,0,0,Easy,
7..16......84.2.......3...6.4.69......3.....8.9..28...2.6......3.....6.1...7..34.,24,50,7,0,0,0,0,0,0,Easy,
...8.6..4...7.......2.4...99...67.1..7..24.....4...23.8.3....9.741.8.............,24,33,24,0,0,0,0,0,0,Easy,
.64.....98.259....5...34.......7......98.3.7.6..2..53.24..........3.6....8..5..2.,26,40,15,0,0,0,0,0,0,Easy,
4.....2732.....86............941.3...3..9..8.68.2.7..1....6...98.2.4..........41.,26,52,3,0,0,0,0,0,0,Easy,
..2.3.......2.6..7.....7.6.5...43....67..529.3....2..6.3..7.....1....6.......49..,24,41,16,0,0,0,0,0,0,Easy,
7.21..........326.1....4..7.93..1.2.4............4893.28..79....7..6............6,25,51,5,0,0,0,0,0,0,Easy,
.....7.1.7.....4.5.25.6........36.2....9...........36...6.7..3.....231.......15.9,23,44,14,0,0,0,0,0,0,Easy,
.4......62..........3..6....7.6.94...2..4..184...1....7......9.1.67....2.8.3...61,25,47,9,0,0,0,0,0,0,Easy,
.6...4.72.2..57...4.8..9.5.7...6.29.6.......79...4.5.......18..2..............926,26,43,12,0,0,0,0,0,0,Easy,
..8...374.........5....38.6..7.2.....834...152.16...8..4.....627.......3....7.5..,26,52,3,0,0,0,0,0,0,Easy,
...8....7....7.5.......5.96.1..6.4......2..75..84....2.....7..42.35.4..86..2..9..,26,46,9,0,0,0,0,0,0,Easy,
.237.6..4..9.8....4.5......2.63.9..........8.9.7.2....7..8.4.........6...3.....58,24,44,13,0,0,0,0,0,0,Easy,
4...7..83..68......175.....3.....41...........5....6....4.83.7....967..8......1..,23,30,28,0,0,0,0,0,0,Easy,
1........3.2...6.........5...92.3.6.6.59...4..1..5......8.1.9..4..6.9..1.....28..,24,43,14,0,0,0,0,0,0,Easy,
.7...6....28.5..6..932..7.5.5...3.....25.....3.9........59.2......1.7.3..81.6...9,27,49,5,0,0,0,0,0,0,Easy,
..9.62..5..5.....6.......4..83..65...4.8.3..96..75........4..........93..3.9.8..2,25,42,14,0,0,0,0,0,0,Easy,
728..3..........3.5...2....3.9.......5.4.......4.8.9.5...5..17..1.9...84.....432.,25,46,10,0,0,0,0,0,0,Easy,
.41....9.7.95.1............176..........3......29...652..15..3..9.2...174.5..39.2,28,33,20,0,0,0,0,0,0,Easy,
