Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
.17..4.3.4.....8.7..3.2......8..3.7.9...6.42...2...9.....7..28....3....6....8...4,25,35,20,1,0,0,0,1,0,Expert,
43...5.9....4......9...617...4.....3...124.59...6...1.........1..6.7..42.....236.,26,43,10,0,1,7,0,2,0,Expert,
69.7..51.1.7.....8.........8..4..35..6....94..........7..65...3.3.9.7....4581..6.,27,61,10,1,1,2,0,6,6,Expert,
.59..4..2.....15.....2...13..4.32.56........7......3...4...57...2..7.64.31...9...,26,43,11,2,1,2,0,1,0,Expert,
.528.9........294.....7....937......2.863............7...7.6...5....34.2..625..3.,26,75,16,0,0,3,0,6,4,Expert,
9.2......6..4.1..3...2.6...1...8.........73.82....39.......4...31.7.9.268.....79.,26,50,21,2,0,0,0,2,2,Expert,
.7.....164...1789....3..........96.458.....3...9......69.....43.3....5.881...4.69,28,83,17,5,0,1,1,7,8,Expert,
6.1.....2.4...8..6......4.3....1.....8.9...3..........85.4.36.1..6.9......4.5628.,25,45,22,1,1,2,0,4,4,Expert,
....7.3.9.3..61..447.8...1..61......7..9.6..1.8......31........842..7......28....,26,58,13,4,0,0,2,3,2,Expert,
.465.2..79.2.64...1....742....2...4.....4.259...7....1..5....1...4...9......9...8,27,41,24,1,0,1,0,2,2,Expert,
..8.9.1..59..82...7..5......8..2..1.......7..16.9...2...1..5.9.8........32.7.6...,25,74,16,2,0,1,0,5,4,Expert,
.2......8......4..1...6...3....9..36..52..9..6.153...4..4...2.58....5....1..2..6.,25,44,11,0,0,0,0,1,0,Expert,
....95.73.9..4....83...7....1.....34..........7.23....3..4..12..41.5...7....83.9.,26,61,8,1,1,0,1,4,4,Expert,
...421...51...72...8........5..9...4..7.3..5......8....28.4.....4.15...23.....1..,24,54,27,0,0,0,0,6,10,Expert,
....14...5....6..4.2...5.1...1..7..2...269......1....37.4...23.......7.9.3..9.6..,25,63,16,1,1,1,1,4,6,Expert,
82....93...1.........3...4.9.3.6.8........29.........6.1784....2....16.73.92.....,25,49,22,2,2,2,1,4,6,Expert,
3....2.....5..6.2........58.6.12.3....165........9..4...93.1....3.46....4....5...,24,86,18,2,0,1,0,6,8,Expert,
..1.5....3...62.1.2..84..39.46....2...........2.....84.....685.9.8.234.16.2....9.,29,54,14,1,0,3,0,6,4,Expert,
.15....3......597.2..7......91..25..3....8.9.8...9..26.....3..1.6.5.....58.......,25,48,11,1,1,0,0,3,2,Expert,
.9.6...7..6.......2......5.5172.3....2..94.................5..49..7....27.193....,23,45,14,4,0,3,0,5,2,Expert,
...1.......763..81....28.3.5...8.4..8.........163.4.....4....1...8..65..2..5.7...,25,37,18,1,0,0,0,1,0,Expert,
..895..7...92...134.....8.9..1.8.....357...2.7...3........2...78..4.....1.4...9..,26,41,18,3,0,5,0,4,2,Expert,
...........62....498..4.3263......8...4..2...........91.7..8.6..23..67...9...34.1,26,89,14,2,3,0,0,7,8,Expert,
.21............1.2......7.5..91.......49...3758..4.2.1.7.......1..2..3.48...74...,25,93,27,3,1,3,0,11,12,Expert,
6.........1....97...7...5.183.1.............2....7....3..795.6..5.6.21....63...8.,24,44,12,0,0,1,0,1,0,Expert,
..2486.......358.....2.....4..6.....5.....28..8.9...35...3..9....6.24...1...9..5.,25,75,20,0,1,1,0,6,10,Expert,
..37698..8...3..7.1..8.........12....37......6..3......2.97..6..4.1...3.......4.2,25,51,21,0,1,4,0,2,2,Expert,
6431..9..98..6..24.........219..8........6..77...9....1.7.2.....64.17..2.........,26,31,23,0,0,2,0,1,0,Expert,
58.2..6......6....2..58..17..7.2.85.....4.7.94.58....2..8..9...94.........6......,26,51,16,3,1,2,0,3,2,Expert,
7...5.416.......27..1.3........8..6..5...4....6....784....1...8..584.27..1.2.3...,27,54,12,2,0,0,0,2,2,Expert,
....9.4......578....5....3...468....86.2..9....2..4....78...6..4......8.29.3....4,25,51,14,3,0,4,0,2,2,Expert,
2..3...........2...1...4...93..51.6.54.2.31.....6..59..9...8.5.3...1...44....26..,27,58,20,1,1,0,0,4,4,Expert,
1...93.78..75.1....897.6.3.5....7....62.......1..5.2...9.....1.2...3.5..........6,26,69,7,3,2,3,1,3,2,Expert,
....352.7.6...1...28.6..3..4...58.1...5.4.6...3........5.....2.......18.8.4......,24,60,17,0,2,2,0,6,4,Expert,
5.3.....9...8...1..18..46..4..2.6.......85...3.........4.15..8........648.14..39.,26,34,20,3,0,0,0,1,0,Expert,
........8...75..9.894.........68427...7.259..6....751.....4.6..5.8.6....2.9......,27,43,15,0,0,0,0,2,2,Expert,
8..6..3.7.6..7.49.1....9.6.9..16..8..45...6.....7.....4.....8...9..5...4......1..,25,99,26,0,2,4,0,8,12,Expert,
7.32...4.24..836..1........8..4.7..1...12.43......87.5............57....5..83..2.,27,49,13,1,0,0,0,2,2,Expert,
.5...13.6.7......1.4.36.59......21.......9..7..........14...2..6.92.5.....7.1...9,25,45,10,2,2,2,0,1,0,Expert,
..75..9....46.9.1.....1..6..2......1.7......6....3124...........4.167.52..649....,26,27,27,1,0,0,0,1,0,Expert,
.7....9..3.57.1.4.9.85..........845.....3....8..4.973...9..4...........17328.....,26,76,24,0,0,5,0,4,6,Expert,
.3.....5.4............289.4..6......3.2.961..8....45..9.....2...8.5........2..8.1,23,41,32,0,0,4,0,2,2,Expert,
......3.56....4.9..5..37.62.3........9....1....14.9.2..6..95.4.7....6.....4..3...,25,36,18,1,1,1,1,2,0,Expert,
2......78..1...9.6..7...1..6...95....3...7...1.26.8.....985...7.......9......6512,26,96,11,1,2,3,0,4,4,Expert,
9..38.4......2.7.3..2.......2..4..5......3.........32147.......8....5.9..9..71..8,24,58,25,1,0,1,0,8,10,Expert,
5....3.26..7.4...9....2.58.39..5.8........7...8.2..36......6.....8...9....478....,25,43,12,0,1,2,1,1,0,Expert,
...39...6....6.....2.5......1........9..1..45.4..73...5...4.2...67.5...99..1...7.,24,60,5,0,0,1,0,2,2,Expert,
2...4158....2....11.658...3....5.4...4.....2.8........52..1.3..6...3..1...1..4..7,27,39,14,0,3,2,1,1,0,Expert,
.......5..32..5...5...219...6....59..9...74.33..9..7.6.....9.....97..6..217.4....,27,110,15,2,2,1,0,6,10,Expert,
.17...53...........9.....17....794.1...6............9223..47....71.6.2....61..7.5,26,55,22,1,1,3,0,6,6,Expert,
..2......7....9.4......6..2.4.2...6.6.1.3.....3..7...1...78....8.69..12.........3,23,33,22,2,1,3,0,3,0,Expert,
8974..6....2.69...........13..........8.76.2.9.1.2........4......3281..916.......,25,49,6,0,1,0,0,1,0,Expert,
.13..9..6.4...8.7.7....34.....53..8...9.8.63.....947...6............79........1.8,25,55,23,0,0,5,0,3,2,Expert,
...625..9....9..3...2..4.68.3.4.81...5..6.38.94.............6.....251......3..8..,26,48,6,0,1,1,0,1,0,Expert,
.25......9..5.1..8...7...4.4.7..8.2...2.....4...2...1.59....1...1.....6...41.59..,25,42,25,3,0,0,0,3,2,Expert,
....7..4.4.1........628...........5..581..23..1.62.8..6.....1....23....8.3.4.....,24,36,28,1,1,1,0,2,2,Expert,
....53......6...9..8.9..73....176...8..2......3.8.5..1..976....3.7.9.8...2.......,25,61,20,0,1,0,0,3,2,Expert,
..3.2..74....6.9..8...........31.89...96..7.3...8..6..392......7....4.2...4......,24,77,22,6,0,0,1,7,10,Expert,
..4...39.8...4.2..2.73...5.............2569.......467.6.2..3....7...256.5...8.7..,27,68,11,2,0,0,0,2,2,Expert,
.........387...5.1.....526..7...169..1259...7..5......7..9....3....3....5.....1..,24,35,28,1,0,0,0,2,2,Expert,
6.25....9.1...8.67...........8....1.....6..8.9.......237......6..9.1637...1..5...,24,47,29,1,0,3,0,5,6,Expert,
..35......5..48..384..6.2..6.......5......8377...........3.75.43..69..2..6..5....,26,97,16,2,0,2,0,7,10,Expert,
..56......2...8...1..3......8.1..9.2.6...5.....7....8.3....7.9..729.13....1..6..8,25,44,11,1,1,3,0,1,0,Expert,
.............25..4.9.....73....84....7.5.9..6.6.....9.5.2...4...49..7..27.....86.,24,60,17,2,0,0,1,4,2,Expert,
.9...........578...571.......8.4.6....29.........28.1.2.5..64...6......7.....2..9,23,34,22,0,0,2,0,2,0,Expert,
...8..6......4..3.6..523..45.6.72...8.2..4.1634......7.......2......5..3...317...,27,80,4,1,0,1,0,7,6,Expert,
.2...1..5...7..9..5.6.......193...7.658............6.2..7....31.3.....5......82..,23,45,16,2,1,3,0,3,2,Expert,
1.69....389.........3.81....4.358.6.3..4....2..1.9........6...45....481........3.,26,53,27,2,0,1,0,6,10,Expert,
1..476..3.39....6.5..9....1..4.5.1..9..3...8..............4..57...76.3....8..3.4.,26,49,13,0,0,0,0,2,2,Expert,
...28.6.4......8...5..4..7..42.....69....57..73...2..987..........8..92....3...4.,25,41,20,0,0,0,0,2,2,Expert,
..95.6..1..2..........7...4...1.4.9..........486......2...8.1....12..58..65.9..42,25,64,24,3,0,0,0,4,4,Expert,
...58.4......46......2.3...46.....91..9..16.2.5....34...26...5.....2.1..3458.....,27,48,14,1,1,1,0,2,2,Expert,
...4.213.1.496.....3........9..2.4...7..4......1.9.67.8.61.....9.7.3.........8.6.,26,55,18,0,0,1,0,2,2,Expert,
....91.25...5.....8....2961........872.............2165...8....9..7....4..145.7..,25,43,12,3,2,1,1,1,0,Expert,
2.3.......68.47.3......8.56..4.....25..2...9....9..764....9.8...97....4........7.,25,34,21,0,0,0,0,1,0,Expert,
.86......5.....3....43867..7...........428.7..32.6.4....8..7.4.....5..2.92.......,25,47,23,3,1,4,0,2,2,Expert,
52...93.77.....64..48.........8......6.4.......5.37...6..3..4.2..7.2.56......5.73,27,42,10,1,0,0,0,2,0,Expert,
...4....3...519..4..........14.839.5...9.........4...2.59.2..417........1.3.752.9,27,46,7,1,1,0,0,1,0,Expert,
6..4..9...7...9.48...7........8...6......38.4..3....9..32..7....4.2..3...89.54..2,26,32,28,1,0,3,1,2,2,Expert,
..........9.2..6....8.7.4.9.87..2....36.17.4.9.43.8.6.......8........2737..8.3.16,29,73,6,2,2,1,0,4,4,Expert,
3..4.16.9.6..9........254.8.8.5.29..5.2......4........6.1.......9.1..5......5...3,25,52,13,0,0,0,0,2,2,Expert,
.4.6.3.8961....7.....47.........8635....4.8.....35...43.1..5....8.7.4.6........1.,27,48,18,2,0,1,1,2,2,Expert,
845....96.6....3.8.9....52..5.9..8..38...2.....4.....2.......8.12.4...6...6.5....,26,122,10,0,0,1,1,14,22,Expert,
...3.9..6.96...7.5........4...7..359.....5.....2..86....8...97..5.4.2..32..8.7...,26,56,11,0,0,0,0,2,2,Expert,
65.1..2.8..9.7.3..3......6...1..8..6.....9821......7..7.....1.5.3.......5..36....,25,37,21,7,0,0,2,2,2,Expert,
..8461..756......1...2....46..51..2.9.5..2.868.....4.....6...........9..49.1....2,27,36,17,3,1,0,0,1,0,Expert,
..591.7269..25...16..8.......6..8.7........9.28..........6...........457..21...69,26,41,13,1,0,3,0,1,0,Expert,
..38.67.5.6..57.3...8....1.1.....5...3.71.....8...3.....23..856......1.2.......9.,26,54,22,2,0,1,0,2,2,Expert,
73..8..4.94.7..2...2......1..7..8....9.3.........29...8..23......4...5.7..3.15...,25,66,5,1,1,1,0,2,2,Expert,
..7......4..2....5..........426....1...5..6....14...329....3...5.492...6.....692.,24,29,24,1,0,1,1,4,0,Expert,
7........59278..14.38......2...9..41.4.8.5.........8354.1....5......1..9.7.2.....,27,36,17,1,0,3,0,1,0,Expert,
...2..4.3..9..1.8..14.6...2...3....16............4.29........7....1.96....26....4,23,72,25,1,3,1,0,8,10,Expert,
......1.6.58..7.2............6.2.....2.1..7.89.16.5...5...3...2.8...1...1..952.8.,26,32,22,0,0,0,0,1,0,Expert,
...6.8....6..3....73..1..86..3...75.5..8....1...3..8...4...5.6...1.....78..49.5..,26,139,25,5,0,3,0,19,26,Expert,
586..21....3.7.........8..3.9.3....23...817.6.67....5.......82..2.....61.........,25,64,2,0,0,0,0,2,2,Expert,
.......3...8...9.446.....52.23.9........38....46...........65...51...34..9.2.....,23,25,32,0,0,0,0,1,0,Expert,
...5..64....4...75.8...61...46....3....8.2....2..3...........567..6...832.....7..,24,47,18,1,0,0,0,2,2,Expert,
138..9....2.6...5..4...21...5....91.3..........9...6.28......9.......2.369..2.5..,25,39,16,0,1,1,0,1,0,Expert,
..........6.....3.9.8...6..4..5.........6...83.5194....57.8..9...4.39..6..9..74..,25,63,11,1,0,0,0,4,4,Expert,
.9...3.7....1..5.....74...2......4.95.....1......2.....2..7..5...5.....448.95..17,24,34,25,1,0,0,0,2,2,Expert,
.....7.4.132.8........3....38..7.2..9.75.38...1...........1872......9..5...7.5.93,27,38,15,1,0,0,0,1,0,Expert,
.23..48.....1..............3.98..4......176.........287..68.1..6.8.2.93..1.7.....,25,44,11,0,1,2,0,1,0,Expert,
.5..783....7.6..5..2....86..8...31..4..2...8...2..564..76.........81.........6.1.,26,34,18,1,0,1,0,3,0,Expert,
7.14......95.1..82......4..3..5...7....78..3.....4.82....1..5....7..89......74...,25,49,21,0,0,0,0,2,2,Expert,
4.6.58912....6....1....96.8..1..2...9..8..2......9.....3.6...5.8..9.1..6.....5...,26,36,18,1,1,0,0,1,0,Expert,
...67..9..9.5..374...4....6....9..8..2.3.............523...48..6..7..4..8..2..75.,26,46,13,2,1,3,1,4,2,Expert,
.....74..2..1..6.31...48.2.8.2.....67.63..1..9...7.8....14....94............6....,25,87,15,1,0,1,0,5,6,Expert,
...3.9...39..68...4....5...1...4..259.4.2.3...2.1....6..9......2.....6.3.8.5....2,26,34,20,5,0,0,0,1,0,Expert,
..3.4..9..5....17......72..1...954..9.......5..73...1..4....36..7.1....9....3...1,25,145,40,3,0,6,0,17,24,Expert,
6....2.51..5.172.8..4.......53.4...748.7.6.3..6..........6..783......126.......4.,28,63,5,2,2,1,0,2,2,Expert,
..79.1....6...3.1..1...4..3..6..5..9.3..7..6.........4.8..5.3...514..6.7.9......5,26,39,24,0,0,0,0,2,2,Expert,
...9.....9.1.2..6.4....8....8..9..7.7..1....5..5....9.8.......46...8.1.9...2546..,25,36,19,0,1,0,0,1,0,Expert,
.7..8.2..1..3.6.4.8...5......1..7.3..471.36..52.8...1..6....52.......76..........,26,54,21,2,0,0,0,2,2,Expert,
..6..7...5....847....5..316..76..54..3...4..81...2..6.8........75........2...5...,25,40,14,1,0,3,1,2,0,Expert,
.1...5.4....873.1...7.....9.3.4..5..2.5.....7....9...4.74...3.5..3....9......1...,24,75,29,6,0,1,1,10,16,Expert,
5...4..73...1.....2.8.356......6.4....1...2...7...2.....6..31843.........2......6,24,44,18,1,1,0,0,2,2,Expert,
12.8...7..4.12..8..3...4...5..4.8..16..3....5......8........62.......7.82...6.4.3,26,40,14,0,0,4,0,1,0,Expert,
.9...7..1.............62......3....71...4...89.7...1....9...2..81..9..6..6.23..84,24,59,14,1,1,1,0,2,2,Expert,
.31....64....5...8.9..................4.1.3..9236...81.68....9.1..9.46.2....3...5,26,52,10,0,1,0,0,3,2,Expert,
.7.4.12.3.....2.892.....7..7.2..8....957..8...4....1..519....4.48............3...,26,40,14,4,1,0,0,1,0,Expert,
..89.........3..6....726....762....989.....45.4...72....5.7...4...6.....4......8.,24,34,22,2,0,0,0,1,0,Expert,
..........5..4.7..4....5...97..381...41...3.2..2..7..92..5.9..3......2.4.1.....5.,25,61,14,3,0,1,0,6,4,Expert,
..437..5.8..6..2...1...2.....38...6.2...3...7.8...6...4..1..5..5.....6...6..5.483,27,48,17,0,1,3,0,5,2,Expert,
.9.3...4.82.......7.1..96..46.1.89....397.2.......4..8....93....7.....8.6.97.....,27,61,9,1,0,2,0,3,2,Expert,
.839......9......8...1..6....1..9...4.85.6.3......426..5.....8...6.8...3......9.4,24,54,24,1,0,7,0,3,2,Expert,
.1..........6.725....8.96.379..36....26...8..3..5....78....5......9...2.17.......,25,60,13,3,0,0,0,2,2,Expert,
..2.346..71....3....81.....63..19.....93.....8........967...2......23....2.76..1.,26,48,13,1,0,1,1,2,2,Expert,
.5.7...4......2...21...93......3..9.94..2583.7.1.4.5....8...........1.7..2....4..,25,58,14,0,0,0,0,2,2,Expert,
.9...8...674..........2.964..5.....3...38....32.....59.8......7....3.....579..4..,24,28,28,2,0,2,1,1,0,Expert,
165...2.8......4....46...1.5.24...8....97.15.9.1..8..7....8......6.24...8........,26,72,18,2,1,4,1,6,10,Expert,
5.........13.....998....3.7.........7.5.9.....6.78...56...54.8.19..3.........946.,25,67,16,4,0,2,0,4,6,Expert,
7.....1494.....8...5.12......17....5.3.8...7...935......5.3.........7......5..421,25,61,6,2,0,0,0,2,2,Expert,
.......7..9...7.3..245...........8..389...7...75..6.9...8.9.....56.2.4..2..3....8,25,54,11,0,0,5,0,4,2,Expert,
4......5.....4...9...61.23..67...1...3...9..7......5....1.5.7.69.5......2..1.....,23,53,14,1,0,0,0,3,2,Expert,
...75..19......2...9.3.26.....5.....7.....43.41......26........159....733.49...5.,26,41,13,3,0,0,0,1,0,Expert,
..1..4...6..7...815....8...7.93...65......8....84....7.4.1...3.......576.....5...,24,133,18,1,4,6,0,11,18,Expert,
....6.28......3.14....42....4.6......9..1..286...7.1....4.9...7.39.......672..4..,26,31,22,1,0,1,0,2,0,Expert,
.28...45.5....2....4..9..3.....675..6..4....8.53..8.7......5.9.......7...673.....,25,37,26,3,0,0,1,4,2,Expert,
......827.7....4.66....8.9...6.....28.74.2...29.8.537..859.3............9...8..3.,28,122,16,4,0,3,0,13,20,Expert,
.5.......7.2.....8..146.7..8.6.9.4.1....4..252..8...9...81.......9.8.5.6.....6...,26,26,27,1,0,1,0,2,0,Expert,
..29..5........4..8......3.9.4.8......56.39..........8.3.4...2..46...1....915....,23,62,20,0,2,0,0,6,6,Expert,
9...4..6...5.....4...9..7........35......3.1.4...61..9...2......74.....16.1..5.23,24,151,22,4,0,4,0,8,12,Expert,
....3........5..978...4.3....6.8.5....4.......9.2......2.5986...576.49.8.....3..2,26,37,17,1,1,3,0,1,0,Expert,
...1..3...8....4.9..9..2.87..6.7.......2.....9.1...63..1.8.32..2........7.......8,23,23,32,0,0,1,0,3,0,Expert,
..........2.....1.....4..7..317.9.4...75....12.9..8..........57.1..5.23.7..28...4,25,54,12,1,0,0,0,3,2,Expert,
.1...2..8....4....65731......32...........8.52..6..74.3.....6...7..6.....4......7,23,36,21,0,0,0,0,1,0,Expert,
2..56.8......9.47.........6.2185....5.....6.876.....1.6.....92...9..2..4....7.1..,26,40,14,1,4,2,3,1,0,Expert,
....4.83.....6..451.......648....39..7.63...1....7......5..7..3.4.........75..96.,25,83,27,6,1,5,2,10,18,Expert,
.2..6..97...58.6.33..7...2..9.6.3...........86........58.9....6..9...2..1628..5..,27,36,23,1,0,0,0,2,2,Expert,
.....9.....14....5..81...3..8.96..7......41.81...7.46.97...6.81......397.........,26,38,16,2,0,0,0,1,0,Expert,
.1.....7.......1.6......5.262.1..7.81...8..6.7.5.4629..6...9.........427.5..7....,27,49,4,0,1,1,0,1,0,Expert,
.42..9.7.6.9.2.5.8.7.......36.5...2..28.7......7.....54..9....3..64..89.......6..,27,39,14,5,1,0,0,1,0,Expert,
32.....56.....9..........2.4.37..28..59.86.4.2....47.9........2..63..8..8...4..3.,27,29,24,0,0,1,0,1,0,Expert,
.1.2.9...4..7...3.......8..8.....6.31..84........927.....97....3.4....6.28.4...9.,25,28,27,3,0,0,0,1,0,Expert,
.....92...6...71.55.1..479.2..1...........9.31.7.4......63...7.7.4...6...........,24,72,20,1,0,0,0,4,4,Expert,
.....7..23.7....4..2....9..2......7616..2.4.9.8...4......3.8.9.......1....69..3.4,25,73,17,1,1,1,0,4,6,Expert,
....46....39.18.4....2......8..63...1......5...29.....6..1...8.5..68..13......4.5,25,47,8,2,0,3,0,1,0,Expert,
7...24.16...5..73.6..9...5...2.491.79..7...6...4....2..27..5..............9..3...,26,42,15,0,1,0,0,2,2,Expert,
......83.....46....2.78.5....68.3.57.....1.6......7..8........25.86....4..3....7.,24,37,19,1,0,0,0,1,0,Expert,
.43.....2...5.....5.8.26...6..93.4...9..5.2....4...8.18.621.............4.5893...,27,44,15,3,0,3,1,5,2,Expert,
..9......361.....77....9.1..3....521..2.7..9......8..6...9....22...1687..1.....3.,26,64,8,2,1,0,1,3,2,Expert,
.97....2.3....8.5......39.491.37.....5..84.7...8.........1..38...2...4...8.....15,26,54,11,1,0,0,0,2,2,Expert,
..2.97.4..5...2.6.7....82...7.1...9.1.........6..4......4...5.....52.......76...9,23,49,17,3,1,4,0,3,2,Expert,
35.....82....4.9..2.4.......7.6....9.83......96.....235.6..8..4...2.......93.5.68,27,52,13,2,0,0,0,3,2,Expert,
.4.......6.2.....39..3..4..4..51.8........5...319...4...9..1....6.45..2..5.2.61.9,27,52,28,0,1,3,0,3,2,Expert,
4.6.7..12.....4..3.3.1...7...2......6....1......82.7....46.7.8.2.13...568.....3..,27,27,26,0,0,0,0,1,0,Expert,
....75..8........65..81..3....5.1...1..43..7....98.....3..6..1......8.6.47....5.3,25,48,10,1,0,0,0,3,2,Expert,
.....56...2..3....9.....5.2.3......9...9.6.412..........631..7.41.7....5........4,23,37,20,1,0,1,0,1,0,Expert,
6.1.8............9......5...2.1..6..8...9.43.46...28....2..9.63..4.......3.5..1..,24,47,9,1,1,2,0,1,0,Expert,
1284....5.63..7..474.8.1.2.4...8.25..7..32.6..3...4.8................73...1......,28,42,18,1,0,1,0,2,2,Expert,
....3...6....6.81..4.8.1.396.....14..94....6.781......5..4.......85....1...6.89..,27,48,16,2,1,2,1,7,6,Expert,
6.....318........6.2......741..9..7...9.4.8..27.3..4....6...9......81....3...2..4,25,82,7,0,0,4,0,5,6,Expert,
.5..13.8..7...5.4...47..39....8.47.12...5.....3.97.4....9...5........9.8...1.....,26,35,19,6,0,0,0,1,0,Expert,
62...38.........73....29..68...3.64.7.3...1.846.9.8..2....92....4...1.....7.4....,28,32,20,0,0,2,0,1,0,Expert,
..2....9...9..3..5.6..5....9...376..7..4........582...6.38....4.....4.3..9...68.2,26,40,14,1,1,3,1,1,0,Expert,
.9....312.6...........9..7.1...2..47.5..7....7..1...56..2.1...5...6.9......73...1,25,66,8,1,2,3,0,5,4,Expert,
8......1...2.....91..9....4..6...2.8.....3941...4...6.......45.35.8.4......51..2.,25,57,10,0,3,4,1,2,2,Expert,
6.4.....1.9.2.....37....5..54...69.7.1..7...4...3.5....52..16......5....1.9.3....,26,57,16,1,1,2,0,5,6,Expert,
..1.2..8...3...2.....6......18..2...96..13.......8...57..3...1..82.5.76...9.....3,25,46,23,2,0,1,1,2,2,Expert,
8.7.2.......5.......6...9..6..83275.7......6..1...982.2...8..7.....5....5.36.7...,26,39,22,2,1,1,0,2,2,Expert,
5..9..4...6...397.3....2..6....8..25.2..546.....6.....8...4......6.....4..9....8.,24,35,19,0,0,1,1,3,0,Expert,
273....98.........69....53.....8..63.........38.2.69.7..8...27..4.....5..2.5....9,26,38,15,1,0,3,1,2,0,Expert,
....82.54...6..72............9..1..6..68.....4......8..94.2.8...8..4.57..7..5.6.2,26,36,18,2,0,0,0,1,0,Expert,
..1.2.......96.7.58......4..678..25...2..6..7....4.8..54.........82..4.1.....9...,25,54,22,5,1,3,0,3,2,Expert,
..3......1.......354.2.9.1..54.....18....3...2.74.8...7..5.2....8...725.....84.7.,27,56,11,6,0,1,0,4,2,Expert,
.64.....87.849....9...7..54.....61..3.......75..74..8..879........1.........8.3..,25,39,16,0,1,2,0,1,0,Expert,
...5.....2.3..........1.8...9...27....68..3.278..9.........1.7....3..2688.......1,23,51,27,1,0,5,1,3,2,Expert,
.9...3..2.........13.......6...7...1..9.4....41.2.93.6.....4.6..6.7...9.8.1...4.7,25,36,19,3,0,1,0,1,0,Expert,
.8....265.........5.6...3.7..7.....4.....4.2.9.4.67..3..9.7.8..2...5......56.9.7.,26,43,23,1,0,1,0,2,2,Expert,
.....4.86.869....45......9.....1......473.....756..9...9...7..1.681....3...48....,26,47,24,2,1,6,0,5,4,Expert,
8..6.......3.1..7.6.4.378...........7...421.....351.4........81...2.4..6....8.75.,26,40,14,5,0,1,0,4,2,Expert,
3.49.62...8............4.59..1......6......24..2..9.13..34..98..1.........9..246.,26,36,17,0,0,0,0,2,0,Expert,
...5...2.5....36.8.12...57.3.69.....1...5.....7..8.2.....6.9...6..81......1.3...9,26,58,10,2,0,0,0,5,4,Expert,
...2..9..6..1.7.5...9.637.1...97...5...8.....7........9.6.5..1.27..1.....35..8.2.,27,46,17,0,0,0,0,4,6,Expert,
...7..........6125..4...39..2......9.79.5.....5.62.......2............7429...56.1,24,39,26,0,0,2,0,2,2,Expert,
..7.619...........2..3............7.......1...4.2.7..9.284.36..46...9.1.1..82..9.,25,65,14,5,1,1,0,5,4,Expert,
.125..79...82.....9...1............6.......8.1..8..24.7..18...924.7...1..5.42.6..,27,35,23,4,1,1,1,4,2,Expert,
......62823.4.6.5....7......28...4..5.......3.6.2.7........8..94.35......8.9.25..,26,58,18,2,0,0,0,2,2,Expert,
..1.6..9......7....2.....4..9......8...48.6....6..947.658..1...1...78......95....,24,48,24,0,0,2,1,4,4,Expert,
1............89...9...2453.71......9...85......5.9.32.8...1.....5...2.......3..97,24,63,13,2,1,2,1,2,2,Expert,
4.27..1..69....4..5.1.2......41.95....3.4...9......7.1...9..2.......6......5..963,26,51,20,6,0,0,0,6,4,Expert,
..6.3..5..5.......2.....3..9...5.8....16.2..3.....3....1726.....8...91.7....8..6.,24,56,21,0,0,0,0,6,8,Expert,
..3..4.....4....8.5..............87...918..2..3.47...5...3.294.........82.184.3..,25,51,21,0,1,3,1,4,2,Expert,
.2.87.5......45..35.....6......2........3...5..6...271.81..4.....2...41.6..2....8,25,37,23,0,0,0,0,3,2,Expert,
.591........93..86....587..4...9......6..3....1...5.6...8.6.3.5.7......89.3......,25,61,20,2,0,1,0,5,4,Expert,
..6..2..7....6.1.....3.7.2.3..5..6..5..9.83..9.1.7...2...........9.16.....2..9..1,25,39,16,0,0,2,0,1,0,Expert,
64..9....5.2863.....3....7.......7.93.7....5..9..4....8......45..498.6..75.3...8.,28,32,18,3,0,0,0,3,0,Expert,
3.........57......9.81..........2..9..3..57.6.....183.8.29....71..7...8..9.....5.,24,88,33,1,1,2,1,7,8,Expert,
..9...2...8.....9.24......7..5........2.8....63.4..9..7..29..63...8...4.35.7.4...,25,50,4,0,0,0,0,2,0,Expert,
...48.5.9...9.5..1.......2..52...4..9.8..67..1.7..8.9.....7.....2.5........821..5,26,69,19,2,0,3,0,8,10,Expert,
5.....78.1.9...5...4...9.3.....31....9....1......8....3......4.7561..9......78...,23,53,4,0,0,1,0,1,0,Expert,
4.9.1..5.2.7.......5.....1..9..4....3.....4....1.5.79....5..38....831..4.....4.75,26,216,27,10,0,1,0,24,38,Expert,
2.....7....974.5....46...8.9.5.2.81.....9.6...1..7......2.81..........4...7.....9,24,121,22,6,1,3,0,11,16,Expert,
7...5..6...........8..617......26.91..45...269...845.7172.......6...82......7....,27,42,11,1,0,0,0,1,0,Expert,
3.4..82..12....9..9.816...........9....9.....6.97.43.88...36........1..7...2.....,25,55,7,1,1,2,0,2,2,Expert,
......2.1.2...4.8.13.6.....3..8...577.....4....45...1.....6.578.4...5..6..3......,25,49,15,0,0,4,3,4,2,Expert,
6.2..93.7..5.23..4.4..576....4......517.4....2...6..1.176........3...2........7..,27,46,7,0,0,0,0,1,0,Expert,
...3....9.3.95.6784..7..........7.64...5....77..6..83..1.435.86....1.5.....8...1.,29,52,12,0,1,0,0,3,2,Expert,
......31.....8.......1...499.8........24..83.........1.5..124..6.934...23...58.6.,26,62,21,1,1,4,1,8,10,Expert,
