Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
..63.9......42.........62....9..81...5..9...6.4...1.95...........186.4.....2.53.1,25,50,6,1,0,0,0,0,0,Intermediate,
....5..2...6..1.75......1......27....9........27396.........3.19...18.5726....8..,25,37,19,1,0,0,0,0,0,Intermediate,
.......8...82.4.6....71.94..1.892..4...4.6....3.1....28.6................47...1..,24,45,12,2,0,0,0,0,0,Intermediate,
7...32....31.....82....56..6..428.......5...1...6....3....165....4.8.....6.2.38..,26,24,31,1,0,0,0,0,0,Intermediate,
...3......4...13....6.9...5.6.1...9..9...5..35.8.6.4..........2..48......35...1.6,24,38,19,3,0,0,0,0,0,Intermediate,
.....9.3489..14....3..8..6......2....4.16.2..3.2..........5.1.3......45....9316.8,27,33,21,2,0,0,0,0,0,Intermediate,
3..8.......1.......97..34.2..........2.38..5.....9...1...95...3.4..217.........19,23,49,9,1,0,0,0,0,0,Intermediate,
8.3..14..5..24...6.6...8..7...3852.........7...8...16.6...52.8...41.............3,26,29,26,3,1,2,0,0,0,Intermediate,
5.....9.48.92431.7......2.....3.94........5....7..4..2..57...3.7....18.....83....,26,44,11,1,0,0,0,0,0,Intermediate,
..1.3.....3.4.8...76.1.........2..13...85.....75..6...3.7........4..3..2...2..6.8,24,44,13,2,0,0,0,0,0,Intermediate,
1.92......74....5.....9..4.......7.......2..56.5...12...61...745.....6..23...9...,24,41,16,2,0,0,0,0,0,Intermediate,
..783..2.....9..6..5.21.....2..7.....8.3..91.......5.3.1.58....6.2..............9,23,40,18,0,0,3,0,0,0,Intermediate,
.4.........9..581......75.4.956..........8...46.3.1..79.1..4.......6....3..15....,24,45,12,1,0,0,0,0,0,Intermediate,
..2....6........9..3..51.........61..8...95.2.......8951.3.....6.927.1..3....6.7.,25,51,5,1,0,0,0,0,0,Intermediate,
.....43...1.3....7.....7.8......86..6.5.7.8.94...6..71...89.........64........135,25,45,11,2,0,0,0,0,0,Intermediate,
........8....24....2....6...........64...81..1......7441.9..2.79..13.8..7.34.....,24,43,14,3,0,0,0,0,0,Intermediate,
2.....3......4.9...37.......9...2.8....8.....1..7.......597.8...4.5.3.7..8..1..9.,23,45,13,2,0,0,0,0,0,Intermediate,
....892.1.2..1.75...6..3.........89..31.5.............9......1..72.......857..9..,23,41,17,1,0,0,0,0,0,Intermediate,
..6.8.2......5.84...7..4....9....58...4.....3......7...6...5..8925..7........367.,24,44,13,3,0,0,0,0,0,Intermediate,
.........1....8..6.37.....8....9.7.39.4..6..........9...9.5..4..7.....1564..3.8..,23,40,18,1,0,3,0,0,0,Intermediate,
..6..28...8..41.597.....1.2......4............2.685..1....59.7......8...2954.....,25,48,8,2,0,1,0,0,0,Intermediate,
65..............1.9..5.62.8.......21.....3..7...7..96....2...9..35...6...7..8...2,23,32,26,2,0,1,0,0,0,Intermediate,
...........5.8.....3.7.4.82.1....53.....4.9..7....5.4..83921....24.3...8.........,24,40,17,1,0,1,0,0,0,Intermediate,
.......31...1....9......7...2........84..9.6.7...63...87..31.4.4...2.....917.82..,25,46,10,1,0,0,0,0,0,Intermediate,
5.......9.6...2.....8....6.....8.....729.....89.317....8.....72..51.3.8.3.7..9...,25,45,11,0,0,1,0,0,0,Intermediate,
6.3.5..9..4.8.3..5....4..6.....7.8.....285...2.59.4....9....2......28..6.......34,26,39,16,1,0,0,0,0,0,Intermediate,
......7.9......4359..3...8...254.91..8.....43.........3..4.1.2..5..78....2...5..1,26,43,12,2,0,0,0,0,0,Intermediate,
9.6.328...856..4.......7....5...4..32.9...74.67.2..5.9...........2.4....49....6..,27,41,13,1,0,0,0,0,0,Intermediate,
2.8156.....9.....8..12...64........9....2948......32.5.5....9.3........2...96..4.,26,44,11,1,0,0,0,0,0,Intermediate,
1.58.........2....8.71.4...7...6.5.463..7.18..4.23...7...3864......42..........7.,28,41,12,1,0,0,0,0,0,Intermediate,
..1..384..47......5.36..7........6.8...9..3.......6..7.14..9........8..96.95.7..4,26,35,20,4,1,0,1,0,0,Intermediate,
......54.63..1....5.7.........5.3.9..4.6...52.....761.......9....1.9...47.2......,23,39,19,0,0,1,0,0,0,Intermediate,
..9.....3...9..41.71.3..8.9............2...7...74.1.323.4..872.1...6....6.87.....,27,47,7,1,0,0,0,0,0,Intermediate,
..39....484.3.........876...3..2...9.6..1.8..9.4.3.........6...6.........12.....8,23,42,16,1,0,0,0,0,0,Intermediate,
..........34..2....124......6..253.73..1...25..567..4..2..1.......7...5.54.....39,27,31,23,1,0,0,0,0,0,Intermediate,
.4.......386......5.7...3..4.81......3..6..94.......3.6...7.4..7..89...2..9..5.7.,25,41,15,1,0,0,0,0,0,Intermediate,
.....95.2..2.....9.83..5.1..7...6.9..9.3.1..6...7...8..6...3.75............1.83..,25,47,9,4,0,0,0,0,0,Intermediate,
.18......25.893..1....21........5.3..21....8438.4......4...9..88..26......95.....,27,41,13,2,0,1,0,0,0,Intermediate,
4..6....7.5.....4...3....6.96.23.8....87..3.2...5.4...79..6...3..5.......3...8..5,26,45,10,3,0,2,0,0,0,Intermediate,
..8..5..2..98...........31.8.61.2..5..2...9......3....4..3.....1..49..8.........3,22,40,19,3,0,2,0,0,0,Intermediate,
....2..48649....7...8...9....2....6.79....8...........2..14...6..6.87..413.6.9...,26,49,6,4,0,0,0,0,0,Intermediate,
.1..9.4..9..2...5.2.8..3....3....9...4.85........74...32.......8.1...5...9...27..,24,43,14,2,0,0,0,0,0,Intermediate,
..312.8..2.57.9...........15......2.....1...87...9.3........9.418.......3.4....52,24,46,11,1,0,0,0,0,0,Intermediate,
1....9.535...7.........2..9.6.73.....53.8...........1.2.7......6..158.2..8.....9.,24,40,17,2,0,2,0,0,0,Intermediate,
....69..47....3.9....1.43.53...471........7..9.8....46.......81...3.....8.5......,24,36,21,2,0,0,0,0,0,Intermediate,
9...7.4.6..6.4.1......8..3..7....3..8.5......4.159......4......3..6...8.6.....5.1,24,39,18,1,1,1,1,0,0,Intermediate,
..74....824.7.....1.3....5..2.........4....9.319..2......31.4.9.8..5..2.....7....,24,35,22,2,0,1,0,0,0,Intermediate,
.....3.5.9...61....18.9.2..7.9...56........288.5...3........7..2.15.8.....6....8.,25,43,13,1,0,0,0,0,0,Intermediate,
.5....7........19..7.31....8....9.....17..9.5..7.63..8....72.3.63........2.6...1.,25,37,19,2,0,1,0,0,0,Intermediate,
..7.36.8.4........26....73.634...59..5..8....8.....6..........2.4.2...5.7.6..3...,25,44,12,0,0,3,0,0,0,Intermediate,
..86.9........5.4.296.........34.....6....4.8...2....56.........4.5.3...189....6.,23,41,17,1,0,0,0,0,0,Intermediate,
.98......2...6...8.3..94..2.534.2....8..1..3.1....3.4.......31....1......2..359..,26,35,20,1,0,0,0,0,0,Intermediate,
....1....3.1..5.9.54.7...63.....65..4.237.....6....347..........7......2...561...,25,41,15,3,0,1,1,0,0,Intermediate,
.6...38...........1.8.4....3.4..8.2...123.75....1....8.3..8.2...5..263..6........,25,34,22,2,0,0,0,0,0,Intermediate,
.....75..6....1.8.1..5.8.4......24.8.784.....32..5..1.......6.........24.5..3....,24,43,14,3,0,0,0,0,0,Intermediate,
2...9..7.....6...5...5..1425..2..6...28....97.9......8.........1.96.....6...5....,23,32,26,0,0,1,0,0,0,Intermediate,
..4.......2....35..3..816.......6.45....9..1.3.8..........19.86..68.4..1......92.,25,37,19,0,2,1,0,0,0,Intermediate,
....8...3......4.8.....2.7.....7..2.7.......198.4..7....3..1.9.16.2.......2.983..,24,33,24,0,0,1,0,0,0,Intermediate,
.4...7.......56...3.....9......3...7..79.45.6...5.83.9......2.5.964....34........,24,29,28,0,0,5,0,0,0,Intermediate,
...37.2..41..9...7..91..6...........3....9...26.7.1.9367...2..1......5...3......2,25,47,9,1,0,0,0,0,0,Intermediate,
..842.1.6.4..9....1.6..8.......8..5...25..91.6.4......7.........2...9....61....25,25,45,11,1,0,0,0,0,0,Intermediate,
.5......893.4..5...67.....9...74..3.5....8......2..465.7.8539..6.....7...........,25,34,22,2,1,0,0,0,0,Intermediate,
1....92.8......7.1.....7...724..5....5......2.8.4..5..5.28.14...6..2..1.8..9....7,27,36,18,1,0,0,0,0,0,Intermediate,
......89.8...4...3.5....4..2......565...1...4.1.3.......5.....932.1.8...9.6.54..2,26,41,14,0,0,1,0,0,0,Intermediate,
..6.8..4.4....71..9...31.5..3......55..94.....79.13..8....5...115.....3..........,25,37,19,1,0,0,0,0,0,Intermediate,
.869.....3..........9458.3.6............34.7.57.69.4....1.798..4..1.......73..9..,27,50,4,1,0,0,0,0,0,Intermediate,
.............417......6.3..1.3..64...59....26..245.....1...9...2...37.597......3.,25,42,14,1,0,0,0,0,0,Intermediate,
......7.6...96.3..5....8....1..73...9...1..4.3.58........6...39.....7...1...35.8.,24,37,20,1,0,0,0,0,0,Intermediate,
.......3....4..672...72..9......42.1..2..........3..6..29...7..8.69...4.4.318....,25,34,22,1,0,0,0,0,0,Intermediate,
..528.7.3..3......2.7..9.5.....72.4.........66....3........4.9.5..8......82567...,25,46,10,1,0,0,0,0,0,Intermediate,
.9...317.2..7.18..7.......2.359.7.....1..59....7.6..2........16......3.......9...,24,44,13,1,0,1,0,0,0,Intermediate,
..95214...3....57.......2.9..1.9....6..........4.1.....15....3....7..1......6275.,24,46,11,2,0,0,0,0,0,Intermediate,
.....3.1.7....6......29.6......5.1.63.9.8.....1...95..18.9..73..6.......2...75...,25,36,20,1,0,0,0,0,0,Intermediate,
............4...2...538..96...9...8.1........6.48...31..6.9...8.4...16..31....2.5,25,41,15,1,1,1,0,0,0,Intermediate,
.......7..7.....31..4.....2...3.182......7.1.5....2..4.594....8..18.....2.8.5....,24,49,8,2,0,0,0,0,0,Intermediate,
.91..8.7.37.....1...5...3.........216..27.......6.5..78..9.1..3..3.5........2....,24,39,18,3,0,0,0,0,0,Intermediate,
.......25.........2..51.3.....3..4.8.342..1..9...84..6.2.6..81..9.12.....5..3.9..,27,39,15,5,0,0,0,0,0,Intermediate,
81.264.....3.......6..1.......8.......2..96...3.7...94..1......6...8.4...2.943...,24,49,8,1,0,1,1,0,0,Intermediate,
813.97...4......7..29.....3......29...152.......4..5.8.3....8...75...1..29.....5.,26,48,7,2,0,0,0,0,0,Intermediate,
..48....7.9.4......32..6.95......6........8.4....49...4..9.7.26.253.8....63......,26,36,19,1,0,0,0,0,0,Intermediate,
2........9...8..151..........73.......8..914.5...1..2..5...8.92...4.7.......237..,24,43,14,1,0,0,0,0,0,Intermediate,
46.......2......8...5.....97..51.2......97.5...16..............849...7..1729..645,26,48,7,1,3,2,0,0,0,Intermediate,
.47....2.12....7.4......5....3.24....1....678.........5.....4.636...1.....25.7...,24,37,20,1,1,1,1,0,0,Intermediate,
...8..9...........67.3..5..95...1..2..26.3.....87.96...8......9....1.3....5.782..,25,44,12,3,0,0,0,0,0,Intermediate,
.4...7..22..13..5..5..96......7.....7.....514.....9.3..2.....6.416............3.9,24,45,12,1,0,0,0,0,0,Intermediate,
9.2....4.67.2.4...3...9..68.5.7.2..........3...4....7...8.....6.2.4.9.......73...,24,43,14,3,0,0,0,0,0,Intermediate,
..9..5.4..13.6.5...........1..4..37..7..2.41.........2.4...16.53..2....9....9....,24,47,10,3,0,1,0,0,0,Intermediate,
..36....49.231...........72.8.9....7...1...8...9.8.42..7....1.8.......936........,24,53,4,0,0,1,0,0,0,Intermediate,
76..2....8...36974..4..5........32...9...8.3..8..64..76.......3.4.....2.......7.6,26,40,15,3,1,0,0,0,0,Intermediate,
.3........1...9.....2.....7..4.76.9...5..2...9..35..71.97..3...45...1..2...6.....,24,51,6,1,0,0,0,0,0,Intermediate,
..81..3......2.1.83.6.8....8.........23........15...3....3.579.5.2..6.......7.8..,24,44,13,1,0,3,0,0,0,Intermediate,
7....6.4.65...3....81.....552.3.......84712...7...2..6...............5.7.1....8.3,25,43,13,1,0,0,0,0,0,Intermediate,
...6.....29....31..4..9........29..5.1.4.59...8..............2....98.46.....62..3,23,38,20,0,0,1,2,0,0,Intermediate,
9...........7.8....81..4.....53....1..254.83..13.7...42...1.....6..........2597..,25,52,4,1,0,0,0,0,0,Intermediate,
95.8.6...8.2.5...1...92...6.9..7.5.....4...7....2.1....7..........1...67..1.6...2,25,32,24,1,0,0,0,0,0,Intermediate,
...381.49..5.....7......8........1...78.3.4......27..8....137.....9.......4.58312,26,46,9,0,0,3,0,0,0,Intermediate,
.4..2..9......6.1.....8.2...84.6....7.1.4...69......852.6.......5..........9...27,23,46,12,1,0,0,0,0,0,Intermediate,
...7...1..9..4..7.45..........135.....8.2.........9.5..759..12...4...7...2..1..3.,24,31,26,0,0,1,0,0,0,Intermediate,
29....4.8...4...17...2..............13..4.92.8...1............14...8.679.13.67...,25,45,11,2,0,1,0,0,0,Intermediate,
6.2..7..9..43.9.62.39.4....71.....5...3...4...5....6.7..7....2....1......9......4,25,48,8,1,0,0,0,0,0,Intermediate,
...6.....3645.2...1.......3....5....9.3......4.5.9126....12...7627...9........3..,25,32,24,0,0,1,0,0,0,Intermediate,
...5.....28......66....92.79..24..8.1.....9.2.2...5.6.....8.5............4...71.8,24,45,12,3,0,0,1,0,0,Intermediate,
...35....16.9.........7..984..1....7....9.6..5.6..4.1.3..6.......8....4..1..83...,24,41,16,4,0,0,1,0,0,Intermediate,
..8.4...3..7..2.....3.9.6..1....6.8..4..3..967..8...2.......9..9..7..4.22........,24,44,13,1,0,0,0,0,0,Intermediate,
.......171...........6....521...3....5....43.3.8..6.5...47....1...2.8..6..3..1.2.,24,49,8,0,1,1,0,0,0,Intermediate,
9....4..18.5.937.....65..3.........5..9....7..78......7..5.9.6....16.487...4...9.,27,41,13,2,1,1,0,0,0,Intermediate,
........8...92...14.............8....63...9..51.....4.2..6.4.....68..5.3..5.132..,23,48,10,1,1,1,0,0,0,Intermediate,
.94.....57...15.6.......8....8.9..4..1....5.7.76..8.1.6..........1..4...35...6.94,26,46,9,0,0,3,0,0,0,Intermediate,
.....1..7.4.....9......48.2..2....3198...24.5....359.....2...7..51...2.......9.13,26,49,6,4,0,2,0,0,0,Intermediate,
.1.......8..4.51.....8.6.3..5.......9.6....7..81.......3..9..5...9.5..837..3..64.,25,44,12,1,0,1,0,0,0,Intermediate,
...8..3.5....76......315.6..5..4..783.2........7...4.37....18....82.7...4........,25,33,23,2,0,0,0,0,0,Intermediate,
5......6..7....9.......98417.5....8.6.1..2.7.......2.5.17.8..9.....1.......4.57..,25,47,9,1,0,0,0,0,0,Intermediate,
.8..24..6........33......5.4.3.5..28.69..2......73.6......78..4...24..87..89.....,27,37,17,1,1,4,0,0,0,Intermediate,
5.93.7..8.2.9...5...6........3126.........2.....7.8..9...5..9......891...3.2...8.,25,39,17,5,0,0,0,0,0,Intermediate,
3.6.....8.7.3.4..1.49...3......2.8.6..2.1....7.3..6.9...8..27.3.............4...2,25,38,18,0,0,2,0,0,0,Intermediate,
.3.....89..259.6.1.....34...6.8.9.....8...2.45...64...1..63..9...............581.,26,51,4,0,0,1,0,0,0,Intermediate,
.78536.4..6..7.3.....4..8...35..8....9.3.........6....64.91......3...5....7....6.,25,38,18,3,1,0,2,0,0,Intermediate,
.......14..31.8.........5.9.......47.9..7.1...7...43..92.......18.7..95.7.5.4.2.1,27,32,22,1,0,0,0,0,0,Intermediate,
89.........7..........8..1..1.9....72...1...4....32........384..5.7....2.4.5.1..9,23,36,22,4,0,0,0,0,0,Intermediate,
........4.86..........7.5.2.....16..741.............28.581.7......84...36...3....,22,40,19,1,0,0,0,0,0,Intermediate,
....9.6..2.5.4..9.46.5..8...28..5.....3.6......69.3.1......9....5.13.....348....1,27,42,12,2,0,0,0,0,0,Intermediate,
4....5.....7.12.........8.961..2.5...42.6...1...5......2.89...58.........9..47...,24,47,10,1,0,0,0,0,0,Intermediate,
..4..9..3.1.367...9.....1....98.5.4....9.1....3............37.15......6..6.4..5..,24,36,21,1,1,4,0,0,0,Intermediate,
...9........7...6.1...638.4........8....2..3.9.3..1.7279213...6.....6.4.3...9.7..,27,42,12,1,0,0,0,0,0,Intermediate,
....6..9.3......5..568...7........2.4..7.6...68.43........87...7.894...5..35.....,25,49,7,2,0,0,0,0,0,Intermediate,
...3............72....95....72....64..3....8....74...5.29..6.3...8...5...6.9.37..,24,42,15,1,1,2,0,0,0,Intermediate,
.17.............4.2.3......48..2631...2.8...45..4........8..........15.27.1.64...,24,36,21,2,0,1,0,0,0,Intermediate,
.........5..728......91.8.7.6.5.2.......9.176.8....9...4....759...6.....89.45.2..,27,42,12,1,0,2,0,0,0,Intermediate,
...8...36.9..3.2.8................9..2....6...65.8.142.1.395....48.61......2..51.,27,41,13,2,0,0,0,0,0,Intermediate,
..4...1...8.71..4...2..4.85........6..........6..2.3176....35...25.614..3....2...,26,45,10,2,0,0,0,0,0,Intermediate,
6..1....4.92.........4.9......924.5......1....178.64...2...8....69...1.77.......8,25,36,20,1,0,0,0,0,0,Intermediate,
9...32...23.9.5.18....8........9.28.5..6..3....614..5..........3.......561.......,24,41,16,2,0,0,0,0,0,Intermediate,
........9..52......8.5....3.....6....724......9..8..4564..72..89...3..6...3..4...,24,44,13,2,0,0,0,0,0,Intermediate,
...7..49.6.2.........9.2.6..1.....362..18...4....3...818.4...7..2..6....7........,24,45,12,1,0,0,0,0,0,Intermediate,
...1..7..16....9....3....8.63..1....7.48...1..2..3....8..4......4....1.3..7.9...6,24,39,18,3,0,0,0,0,0,Intermediate,
9..8...17..3.5..892.7.6...36...........3.8.....9......5..23.........7.3.....96.71,25,44,12,6,0,0,0,0,0,Intermediate,
4....1.....27...6....24...73..12....8..4.5.......3754.......128.8.35............4,25,33,23,3,0,0,0,0,0,Intermediate,
96......74.1......5.3.68..........19.....93.....3..5.8.....3.518.41.5.6.....7.8..,26,49,6,2,0,1,0,0,0,Intermediate,
.8..1..2.5.28.7...91..3..6.8...723..........9.6..59.1.........7..6...5......2.63.,26,42,13,6,0,2,0,0,0,Intermediate,
.3.7.1..4........3....4.1.....475...2.3.9....4..2.87.195...2....2...........1.49.,25,42,14,2,0,0,0,0,0,Intermediate,
..76...21.26..4.8.....7....8......75.74.5..1..6....2.4...1.7...1.....6...48..9...,26,36,19,1,0,0,0,0,0,Intermediate,
..4.7...1..3..68.2..2.13..63..84.6..........5.7....1..2.........1....4..8...6...7,24,44,13,2,0,0,0,0,0,Intermediate,
..619..2.2.9.4..3.85.6....9.8..6..12.....24.5...4...86......1.....3....49...5....,27,50,4,1,0,0,0,0,0,Intermediate,
52...1..97...9685...8..7.4...........9.65.1.....14...........75.46......85.....9.,25,30,26,1,0,0,0,0,0,Intermediate,
...9.7..44......79.3.1....6..34............5....685.....6.94..8.81......39.7...6.,25,46,10,1,0,0,0,0,0,Intermediate,
......3..7......166.3.8..7....8..........4..1...231..9..61........427...8..6..74.,24,34,23,1,0,0,0,0,0,Intermediate,
.9..........69....46...8.31.......72..29.6..8....13........2.8..2..4.6.331....7.4,26,50,5,0,0,5,0,0,0,Intermediate,
4...2.6....5.8...1....56.9894...8.2.3..6..14.21...9....2......3.3.......8......1.,26,44,11,2,0,0,0,0,0,Intermediate,
.2..143..6...381......2..........6...54......1...5....21..4386.39..6..1.......25.,26,34,21,1,0,0,0,0,0,Intermediate,
.....35.....2...38....1...261.38.........719.2........8.......3..........715.9...,21,40,20,0,0,1,0,0,0,Intermediate,
7..1.6...8943.......1..23.4..9....1..73...49....8....3...........863.1.....4..8.9,26,25,30,1,0,0,0,0,0,Intermediate,
3.2..89..7....4....183.....8.3.......24.6....9..4.2..8.9...3.61..1.7....6..9...2.,27,40,14,1,1,1,0,0,0,Intermediate,
47.8.61...16..2....5.1..4.........21......9.49...5.6.....4.........87......9..287,25,45,11,2,0,0,0,0,0,Intermediate,
...7.......2.5........68.5.....2..162...8954.54..1.2...86.9....1.9.....4.....4.6.,26,38,17,2,0,0,0,0,0,Intermediate,
.6...1....45.9...6..9................9...4318...8..245.2.5..1.4.....3...536......,24,39,18,0,0,5,0,0,0,Intermediate,
...71.8.2.........48.....7.2.4...9..9......35.3....1.77.......1...3.94.....2...5.,23,43,15,2,0,2,2,0,0,Intermediate,
.45.....6.7.6..8.......73....2.3..8..3.7......682.....18..2.4..2...5...7.......3.,24,42,15,1,2,1,1,0,0,Intermediate,
.4.58....7.13.......3.94.5......5...4.69.......94.1..6.3.6...17.7......4....1..8.,26,38,17,1,0,0,0,0,0,Intermediate,
.....721..5......4....1....7..64.38........5661.3.542.2.8.5.......46.7.....2.....,26,43,12,1,1,2,0,0,0,Intermediate,
...5.7...15..8....8....95..72.895.....3.2.9.....3.......79....13...1.2...8..743..,27,46,8,1,0,2,0,0,0,Intermediate,
85......7...72...1..7...293...3..769.....6......8.........9..1.56........8..3...2,23,43,15,1,0,0,0,0,0,Intermediate,
..9.85.1..6.1..94...4..985..71..8...6.......3................9..3.6.1.7..4..7....,24,43,14,1,0,0,0,0,0,Intermediate,
1.3..5...8..1..6......3.8...9.......6..21.....4.6.9.81.1....9...2...8...3..42..6.,25,34,22,3,1,1,1,0,0,Intermediate,
..8.....137....58...2...4.3.9.1.4......7.....1..9.8.7.7.4.............249.15.....,24,38,19,1,1,1,0,0,0,Intermediate,
3........75.29..8...9..8.....57..9.........2.8....27..9..526....2.98..7.......1..,24,34,23,0,0,1,0,0,0,Intermediate,
6..49.2...4972.8............842.17..1.......5..7.........9..1..85........76.4....,24,42,15,0,2,2,1,0,0,Intermediate,
6..8......9.561...2.47......7.6...8...9...........52.1.1.9.8..4.8...6..29.....1..,25,38,18,1,1,0,0,0,0,Intermediate,
..6.2...7.85.7.4.2.9..6..1.....427........6.8..........675..89...9........471....,25,41,15,3,0,0,0,0,0,Intermediate,
.5.6...9......8..7...2......3..5..287..8....3..2.69.5......321.3........1..9.7...,24,44,13,0,0,1,0,0,0,Intermediate,
..2...1.95.....23.....8..5.73.......4.9.1..8..2.8.......4.9...51...7.........2.73,24,42,15,2,0,1,0,0,0,Intermediate,
1.93......2..65.1.....2.4......547.....7..6.9.......41.7.....2.....325.6..64....3,26,32,23,2,1,2,0,0,0,Intermediate,
...5.4......6.32.185.1..7..7.....3.............2..84...3.4.5..2.6......3.873.2..4,26,43,12,2,0,0,0,0,0,Intermediate,
..3195.2..2..8..9........1.3.17................59.2.3...852.....4.3.1..99.2.7..51,28,44,9,1,0,1,0,0,0,Intermediate,
.69.....5..45.2..3.25...6..4....3.9....2...1..569..4.2...346......179..4.........,27,41,13,4,0,0,0,0,0,Intermediate,
.5....126....4...8..3.........16..3.16.52...9.28..4...98........159...........2..,24,42,15,1,0,2,0,0,0,Intermediate,
......9..4......7..9...7.86....6.3...891...5..3..4.....5...4.6......61.3..4.79...,24,45,12,6,0,0,1,0,0,Intermediate,
8.964...5.341..2.8..1.28..........9.......4...43...156.58.3..61....6...4......8..,28,44,9,1,0,0,0,0,0,Intermediate,
..9.....33.4..2..81.5.4....21..8..3......5......2...86...4............95...693.21,25,42,14,1,0,2,0,0,0,Intermediate,
..4..7.9....48.6...5.9.378..7.8...6.6..1.4.3..1.5.9......3...........8..3.5....4.,26,43,12,2,0,0,0,0,0,Intermediate,
4.27.6.....1.3..8....9..6....8.9.74.......26.....71..87.61............969..8..37.,27,44,10,5,0,2,0,0,0,Intermediate,
.4.3....78......3..2.1.4.5.5..........75..2........8.....9......8.73...1419......,22,41,18,1,0,2,0,0,0,Intermediate,
9.7.8..1.63...97..........9...3.4.2.1..7....3...9.684.21.8.3.6...............2.38,27,38,16,2,0,0,0,0,0,Intermediate,
.7.6......91.3..548..9.......25.7.4.7....9....13...7...5..6.1.............41.3...,24,53,4,2,0,0,0,0,0,Intermediate,
..8..6......73....39621..7..2.5.....5...9...1.1...3..6....6..1.8....7..9.6915....,27,43,11,1,0,2,0,0,0,Intermediate,
.8.7..6.5...2..1...7.9..........6..8.14.97.5.........1....2.8.4.4.1.89....6......,24,40,17,2,0,2,0,0,0,Intermediate,
.1.92.84.5.6........4..87.67..6......45..2.8..9......7...........2.8.4.....769...,25,42,14,3,0,0,0,0,0,Intermediate,
.8...5........8.6.5..39.8...31....242.........5.1.3...........1.936..48..16......,24,47,10,3,0,0,0,0,0,Intermediate,
..92..1.7..8..9.....2.1.......17........5...4....342.9.....59...94......75.8...4.,24,37,20,0,0,1,0,0,0,Intermediate,
.27..98.......812..3..7.9...5.....9..783..2..........329..4....4.....7......1..8.,24,39,18,2,0,0,0,0,0,Intermediate,
....5...29..1.2.....3.7.89..2.89413..4..13......52...8.7..3...1..9........4......,26,44,11,1,0,0,0,0,0,Intermediate,
......287781.9...6.....69...9.86..418........6..2..8.....6.....2..9.4...3.4......,25,33,23,4,0,0,0,0,0,Intermediate,
2...9.......13.2.7..1.7.9.3..9....5.1....8..66.5..2..13...1...5.7.5.........2....,25,43,13,2,0,0,0,0,0,Intermediate,
...2.5.......8..9...57...8.81.3.......7....239.2..781...........5..3.97..8.51..4.,26,36,19,1,0,0,0,0,0,Intermediate,
.7.5.4.....3.1...9..6...3.....4..6.......5..3...78.415........848...7561......7..,25,42,14,2,0,0,0,0,0,Intermediate,
.5.3...8.1.3......6...8..4....6..53...7...4....89...7.......6......73......45.1..,22,41,18,3,0,0,0,0,0,Intermediate,
.2...9...98.7.2.......6.8..6..1...87.1....3........4...7.3......3....124..421....,24,49,8,5,0,0,0,0,0,Intermediate,
...9..4....2..........8..23...5..81.3..42..9.8..........5194....1..5...2....3..65,24,36,21,2,1,0,0,0,0,Intermediate,
3..9.4.....2....3596.....7......5..425.4.8.....7.36................7...8.3.2497..,25,48,8,4,0,0,0,0,0,Intermediate,
.2..8.3....3..5...8....97.4..........9..62...2........3.8.....9...5.4..8..47..5.3,23,44,14,1,0,0,0,0,0,Intermediate,
3.5.4.........72..41...6.......6..13...2...87.3.7.8...2.1.......56.7....87.6..5..,26,41,14,2,0,0,0,0,0,Intermediate,
..8.........5..8..752...9.....8..34..6.43..293..9....8.....5...6.......2294.8.6..,26,32,23,1,0,0,0,0,0,Intermediate,
..17..4..62.....8.98..6..7.47..1..2.8.9........26......4..8.6......427.5..5......,26,45,10,2,0,1,0,0,0,Intermediate,
6....47.3....3...9.4...5.2..8.4.7...25...6.7.3......429.25..6.4...............5..,25,36,20,2,0,1,1,0,0,Intermediate,
34...59....2...48....3.6........42...2...8.416.........9...28...3.8..1....6..9..2,25,37,19,3,0,0,0,0,0,Intermediate,
........6.3.9...........2745...7.3...6.3...9..4....5..45..23...6...5.....87...65.,24,41,16,1,0,0,0,0,0,Intermediate,
..2.7.48.7......6....9.........5..7.34.....9.2.7.....3.7.6..2....4...6....8..3..9,23,25,33,1,0,0,0,0,0,Intermediate,
......1.84...82..765.3....4.....4....6.73..4.7...5..83.......1....54.....3.278..5,27,44,10,4,0,0,0,0,0,Intermediate,
7.2...4....3..28...6.1...7.9...21....74.......1.6.....3....8.....97...8..47.63...,25,36,20,2,1,0,0,0,0,Intermediate,
9.....2.....94.3.....852......68...94...95......1....6.5....9..84....1.3..2..845.,26,40,15,1,0,0,0,0,0,Intermediate,
..2.9....78.......4.9..5..2.....38..2..947..6......4...6.35..4......29..3..6.....,24,43,14,0,1,2,0,0,0,Intermediate,
..3.27..5..45.8.....8.9.46......5...759...2........3.......29...8..5...62....9..8,25,44,12,1,0,0,0,0,0,Intermediate,
..5..1......367...3.1...97.6.4....891.9...56..3.......7..5...1..4....69...648....,27,39,15,1,0,0,0,0,0,Intermediate,
..1...5..76.......3.5....9...6.5...352.7.46......9.7....9......13......54..6.7.1.,25,53,3,3,0,0,0,0,0,Intermediate,
3.9....58.........1.....942..7......5.4..2..18.....57.....5...39.5..4....3.7.12..,25,46,10,2,0,0,0,0,0,Intermediate,
